customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date
28,19.0,112700.0,1566.220325644459,Female,East,11.0,Home & Garden,77.82657447937787,2022-06-16,2023-06-15
29,77.0,50000.0,1587.0978109612477,Male,South,15.0,Home & Garden,72.43820515166337,2021-06-23,2023-07-19
30,38.0,96300.0,1212.890264792841,Male,East,10.0,Clothing,70.07370993343022,2022-06-22,2022-09-29
31,50.0,1000000.0,1033.0443933876477,Female,West,43.0,Clothing,56.0488039478102,2021-06-09,2023-07-15
32,29.0,67300.0,140.7941431506819,Male,West,23.0,Electronics,6.111357612834434,2021-01-10,2022-06-15
33,75.0,62600.0,589.9059717261796,Female,North,3.0,Health,65.5489623533001,2022-08-17,2021-04-29
34,39.0,48300.0,204.6774646207764,Female,West,3.0,Electronics,46.69221775637153,2021-09-13,2021-03-07
35,78.0,98900.0,1928.369858539378,Male,East,18.0,Clothing,46.9554713993533,2022-09-09,2021-09-02
36,61.0,59300.0,287.4586895270062,Male,East,25.0,Health,37.90221954662697,2022-10-14,2021-02-26
37,42.0,43900.0,320.51531150518207,Female,West,43.0,Clothing,92.90709148417106,2022-12-15,2023-12-04
38,66.0,37700.0,1781.3617042943745,Male,North,20.0,Electronics,24.945126695243236,2021-12-10,2022-06-08
39,44.0,81100.0,1888.9780012833864,Female,North,29.0,Electronics,31.659445340977964,2022-06-20,2022-02-28
40,76.0,55200.0,1536.3414976851216,Male,West,22.0,Electronics,96.30407827356227,2022-01-08,2022-01-30
41,59.0,72200.0,30.701748871886345,Male,South,15.0,Health,300.0,2022-03-11,2022-03-26
42,45.0,116800.0,22.665616493996126,Male,South,39.0,Toys,1.4086412162869988,2021-02-15,2023-08-12
43,77.0,111100.0,768.6395241791525,Male,South,10.0,Toys,90.61075998618739,2022-12-30,2023-02-02
44,33.0,97400.0,303.92283262156724,Male,South,21.0,Clothing,22.664729883307032,2021-02-24,2022-03-19
45,32.0,71000.0,56.404561460162626,Female,West,29.0,Health,70.59325391660634,2021-03-19,2023-08-25
46,79.0,117700.0,938.8520450209193,Male,North,32.0,Home & Garden,55.30731073672155,2022-05-06,2023-06-11
47,79.0,27000.0,1887.2625568658036,Male,East,10.0,Toys,53.6811883602784,2022-11-02,2022-06-18
48,64.0,46200.0,661.1627583068142,Female,East,13.0,Health,71.79213233927192,2021-09-29,2021-06-06
49,79.0,62600.0,1329.058543288819,Female,West,47.0,Health,20.718147189443968,2022-10-22,2021-03-30
50,68.0,79600.0,1311.4259992022326,Female,East,23.0,Toys,15.902513076642656,2022-07-04,2021-07-21
51,61.0,98100.0,517.1386052570322,Male,South,23.0,Health,65.19126067329519,2021-04-21,2023-09-07
52,72.0,81600.0,1307.8419926712513,Male,North,31.0,Health,29.057922890466227,2021-01-15,2022-04-07
53,69.0,106300.0,440.4212690880447,Female,West,4.0,Toys,97.39502076577608,2021-03-19,2022-12-10
54,74.0,27000.0,261.5746788822403,Female,North,49.0,Electronics,45.15118390746734,2022-05-16,2022-03-30
55,20.0,77800.0,1408.7389054081864,Female,West,3.0,Clothing,11.159702000696525,2022-08-11,2022-01-15
56,54.0,66900.0,244.61281786575515,Female,West,21.0,Home & Garden,68.58151661720446,2022-02-22,2022-02-05
57,68.0,55000.0,1993.8802528069236,Male,West,2.0,Clothing,30.615929246613128,2021-10-02,2022-07-05
58,24.0,105700.0,383.235754277454,Male,West,4.0,Electronics,14.85874276214022,2022-05-09,2023-07-25
59,38.0,45300.0,200000.0,Male,North,1.0,Electronics,42.2823362889921,2021-07-16,2023-10-10
60,26.0,26000.0,834.5216513969269,Male,East,15.0,Health,96.42222780872781,2022-01-11,2023-09-05
61,56.0,107600.0,270.24511636322086,Male,West,33.0,Clothing,41.143057638712996,2021-03-04,2022-10-23
62,35.0,37200.0,75.13093700327852,Female,South,6.0,Electronics,34.73337657310635,2021-12-27,2023-06-22
63,21.0,79800.0,1253.00991893981,Male,West,7.0,Clothing,44.45089620693041,2022-06-28,2022-03-21
64,42.0,119100.0,1617.3799763024697,Female,North,19.0,Electronics,1.2115705599648363,2021-04-20,2021-02-21
65,77.0,59100.0,1687.1910097833531,Female,West,44.0,Home & Garden,13.310153859861407,2022-11-08,2021-11-25
66,31.0,89600.0,975.7726766923303,Female,South,1.0,Electronics,84.96746181346077,2021-07-13,2023-02-09
67,67.0,29600.0,1559.3618250211234,Male,North,39.0,Clothing,97.80344120945136,2022-06-03,2022-05-13
68,75.0,80800.0,1352.2373243073187,Female,West,19.0,Health,15.794148560368138,2022-10-13,2021-05-05
69,26.0,84400.0,1454.0239644482838,Male,South,45.0,Clothing,53.551781838690836,2022-04-04,2021-07-23
70,43.0,115500.0,995.3460303391919,Female,North,26.0,Toys,96.63334338056437,2021-10-28,2023-02-07
71,70.0,77900.0,1274.1552456794116,Male,West,44.0,Clothing,15.658137617896383,2022-07-22,2022-10-05
72,19.0,37000.0,1614.9413088805927,Female,South,12.0,Home & Garden,18.630961750245024,2022-11-03,2023-11-11
73,37.0,65900.0,807.8106676029056,Male,North,22.0,Home & Garden,92.68163539283984,2022-05-11,2022-08-13
74,45.0,78300.0,1615.8382237178157,Female,West,13.0,Home & Garden,70.56876464523825,2021-05-29,2021-12-28
75,64.0,109500.0,1192.1933487223444,Female,North,28.0,Electronics,15.196668684216075,2022-04-06,2021-12-27
76,77.0,46900.0,348.4840282541568,Female,South,14.0,Home & Garden,39.349267111860975,2021-05-19,2021-02-24
77,24.0,65000.0,68.87463130467754,Female,West,22.0,Clothing,5.626994421471054,2021-10-19,2021-10-19
78,61.0,42200.0,738.2521287903211,Male,West,30.0,Health,43.26715339176942,2021-12-01,2023-12-11
79,78.0,90200.0,1102.4587300267528,Male,West,44.0,Home & Garden,77.7901494487037,2022-11-30,2023-04-22
80,25.0,58800.0,1682.844297362907,Male,South,20.0,Clothing,55.39720545861272,2021-07-03,2023-02-24
81,64.0,74100.0,272.4216466776875,Female,East,44.0,Electronics,64.74421218162031,2021-11-03,2021-09-11
82,52.0,75500.0,1604.4085684134866,Female,West,27.0,Electronics,32.68201322002092,2021-09-19,2022-05-07
83,31.0,69200.0,1728.7579112131093,Female,South,38.0,Health,16.1395917744793,2021-11-06,2023-09-12
84,34.0,97500.0,318.3612242616509,Female,North,42.0,Health,1.311667577348441,2021-12-10,2022-07-27
85,53.0,113000.0,1706.1567522223536,Female,North,41.0,Clothing,82.13123443293455,2022-02-28,2023-05-09
86,67.0,97900.0,1983.0780643287283,Female,South,34.0,Health,63.66545593457879,2022-10-19,2023-09-20
87,57.0,22500.0,1459.1408854755102,Male,East,39.0,Health,22.932124128768837,2022-05-29,2023-08-19
88,21.0,34300.0,1573.843970013476,Male,South,41.0,Electronics,41.84339600772948,2022-06-08,2021-08-13
89,19.0,66900.0,1988.9422297665694,Male,North,44.0,Clothing,80.14432687281142,2021-09-18,2021-04-13
90,79.0,97000.0,1218.852876041372,Male,North,37.0,Health,53.87001860913857,2021-12-28,2023-08-28
91,23.0,113500.0,629.6150363921738,Male,West,1.0,Clothing,30.01598764459783,2021-06-18,2023-12-08
92,71.0,85000.0,1678.3110514705902,Male,East,15.0,Home & Garden,26.718451717068547,2022-10-22,2023-01-07
93,0.0,119000.0,1236.6818394730299,Male,South,32.0,Electronics,21.76140244488256,2021-07-19,2021-08-21
94,21.0,104100.0,1170.766938967494,Male,North,8.0,Electronics,82.37298801341699,2022-01-20,2021-08-16
95,71.0,81400.0,522.1983999177958,Female,North,33.0,Electronics,58.186035068466246,2021-11-08,2023-10-04
96,46.0,97800.0,1517.5418537741155,Female,North,18.0,Toys,70.91571657014643,2022-08-05,2022-06-06
97,35.0,50900.0,181.7012062029906,Female,South,45.0,Clothing,86.01204413974133,2021-11-08,2021-01-13
98,43.0,68800.0,1850.0884001734291,Female,South,29.0,,98.68617025302161,2022-07-20,2022-03-21
99,61.0,96300.0,665.1304523255598,Female,East,32.0,Health,24.948358653078195,2022-01-30,2021-12-06
100,51.0,57700.0,272.99381252418107,Female,West,33.0,Home & Garden,18.090248745791293,2021-12-17,2022-08-21
101,27.0,70500.0,895.8857355427892,Female,West,5.0,Clothing,46.19983427939485,2021-01-28,2021-06-06
102,79.0,64000.0,104.09042032793565,Male,West,18.0,Electronics,3.50712794785325,2022-09-24,2022-10-18
103,53.0,76900.0,1375.5598646446333,Male,North,48.0,Toys,79.17178815635283,2021-05-13,2023-09-30
104,31.0,48100.0,1807.3569106818052,Female,West,10.0,Clothing,88.37599988343821,2022-01-15,2023-03-09
105,48.0,36000.0,1677.7807541342474,Male,North,36.0,Clothing,68.60396987480284,2022-08-25,2022-05-06
106,65.0,99800.0,272.19155742680454,Male,East,33.0,Health,26.799502456360933,2022-06-12,2023-04-15
107,32.0,118700.0,270.0168514733091,Male,North,23.0,Home & Garden,12.315547398879056,2021-10-14,2023-08-10
108,25.0,44000.0,1630.600275002043,Male,East,40.0,Home & Garden,38.214418791988834,2021-10-11,2021-12-23
109,31.0,75600.0,1850.0234637141696,Male,East,5.0,Health,83.33356205052533,2022-10-11,2022-12-18
110,40.0,102600.0,932.1262630703085,Female,West,34.0,Toys,34.78278037861146,2021-08-15,2021-12-28
111,77.0,114900.0,1007.9628114892565,Male,West,24.0,Electronics,3.4254573626639973,2022-03-03,2021-01-08
112,74.0,34600.0,650.1588419437372,Female,North,17.0,Electronics,27.42803762251319,2021-01-27,2022-04-17
113,79.0,114500.0,1790.6449341476996,Female,South,31.0,Toys,98.99456100757233,2021-11-28,2021-06-21
114,57.0,78000.0,1296.9077524788647,Female,West,7.0,Health,67.66687556658833,2021-04-27,2021-04-06
115,38.0,78100.0,590.7381227913896,Male,West,17.0,Clothing,90.08548299771279,2021-03-30,2022-11-05
116,33.0,106300.0,611.5900846874182,Female,South,28.0,Home & Garden,77.48652675011076,2022-09-11,2022-08-31
117,62.0,78800.0,1784.5761446659328,Female,South,38.0,Clothing,53.970551532663066,2021-05-02,2022-04-19
118,35.0,63600.0,46.99536733352651,Female,West,22.0,Home & Garden,14.86888723949803,2021-02-02,2022-09-06
119,64.0,43400.0,658.9986139987441,Female,South,15.0,Clothing,34.86444783557177,2022-08-26,2022-11-20
120,70.0,114000.0,1117.6262288084108,Male,North,37.0,Health,58.37402252742222,2022-11-27,2023-06-17
121,41.0,69000.0,313.47057495666274,Female,East,2000.0,Health,87.0632348731992,2022-02-02,2021-04-20
122,43.0,105500.0,202.35553331518778,Female,East,25.0,Toys,26.867504586489964,2022-06-09,2022-12-11
123,42.0,33100.0,1634.2471355593088,Female,West,21.0,Clothing,12.122686934022953,2021-01-24,2023-08-23
124,77.0,84100.0,1790.9206895240443,Female,West,38.0,Clothing,55.883231755481745,2021-11-21,2023-05-21
125,77.0,75800.0,1650.7407131804152,Male,North,2.0,Toys,17.650122251805566,2021-02-03,2022-10-11
126,77.0,44900.0,1799.6000216799484,Female,South,27.0,Toys,61.03617693219066,2021-09-04,2021-12-15
127,62.0,68700.0,1115.1617026955755,Female,West,49.0,Health,26.3521442483732,2021-01-19,2022-04-08
128,58.0,64700.0,1628.2710795608768,Female,East,32.0,Health,23.096300430062467,2021-01-30,2023-06-04
129,46.0,111600.0,780.4044240143788,Female,North,21.0,Clothing,39.91807649888911,2021-02-18,2021-09-03
130,32.0,66500.0,1339.2103657284963,Female,North,4.0,Health,59.31917575579458,2021-06-29,2023-03-09
131,62.0,40600.0,1977.8943521505457,Female,South,44.0,Health,54.5317672949313,2022-01-05,2023-05-20
132,18.0,49800.0,466.9408932014723,Male,West,19.0,Clothing,24.473447723498055,2022-01-30,2023-12-27
133,42.0,77900.0,792.0014976563396,Female,West,2.0,Toys,89.11166744533762,2022-08-13,2023-12-10
134,24.0,23800.0,970.4938070739695,Male,North,26.0,Clothing,10.988196973520104,2022-05-11,2023-03-27
135,26.0,47100.0,293.27066429970245,Male,East,34.0,Electronics,3.94675630743353,2022-03-07,2022-05-30
136,41.0,87300.0,180.45644872081243,Female,West,14.0,Clothing,60.270626940619756,2021-07-26,2021-08-14
137,18.0,87000.0,1662.8512753168163,Male,East,15.0,Electronics,12.340716806547647,2021-02-04,2022-08-01
138,61.0,9999999.0,1954.0528581986207,Female,North,20.0,Clothing,50.48908142789611,2022-08-06,2022-05-21
139,25.0,28900.0,821.3556263827242,Male,West,34.0,Electronics,95.17732844096327,2022-02-17,2021-06-04
140,41.0,38100.0,193.5466756654135,Female,East,36.0,Electronics,69.85802714527901,2021-12-30,2021-04-21
141,28.0,104000.0,150.30728616734143,Male,North,19.0,Clothing,61.74565803977604,2021-11-06,2022-04-28
142,68.0,102000.0,1784.8100485933915,Male,East,9.0,Health,57.48052248722807,2021-10-06,2023-03-19
143,34.0,71700.0,938.3522144608063,Female,West,7.0,Home & Garden,17.953925219959277,2021-06-01,2021-10-01
144,25.0,49800.0,653.654086793536,Male,South,30.0,Health,43.26478246281044,2021-08-15,2021-06-04
145,52.0,26000.0,963.393317054011,Male,East,13.0,Electronics,34.25235073667625,2021-08-31,2023-11-09
146,52.0,29500.0,650.2421074908477,Male,South,27.0,Clothing,95.30743222220627,2021-01-10,2021-12-11
147,50.0,76500.0,988.2908351090875,Male,West,44.0,Clothing,24.2320231370725,2022-01-27,2023-01-05
148,76.0,49900.0,1721.921665897515,Male,South,35.0,Clothing,47.15163713960514,2021-02-17,2022-07-23
149,22.0,108200.0,1192.7567147029495,Female,North,13.0,Clothing,93.80793632762501,2022-09-16,2021-10-21
150,59.0,61400.0,1395.4144701641471,Male,South,15.0,Home & Garden,78.9180652439315,2021-07-23,2022-10-07
151,56.0,85100.0,742.0479389439864,Male,East,46.0,Toys,96.45152392844231,2021-06-06,2021-12-04
152,75.0,42700.0,1482.241639450827,Female,East,9.0,Electronics,60.8330255146991,2021-01-26,2022-03-28
153,58.0,75200.0,1339.9018280611572,Female,South,45.0,Home & Garden,33.378685474593404,2022-02-25,2021-12-10
154,45.0,111400.0,256.7327555490717,Female,North,23.0,Health,82.66497754640591,2022-11-09,2022-12-18
155,24.0,69700.0,1153.8328491688576,Male,West,36.0,Toys,29.14562713733706,2021-09-21,2022-09-23
156,26.0,102400.0,528.3521226933208,Male,South,40.0,Toys,16.47728019118859,2022-06-13,2023-02-04
157,25.0,58800.0,1612.1094258745138,Male,East,3.0,Clothing,70.62888140390073,2022-08-11,2021-03-26
158,29.0,83000.0,863.3566627645401,Male,East,34.0,Home & Garden,63.89556635343594,2022-04-15,2023-01-07
159,51.0,41800.0,1989.4746470890445,Female,South,19.0,Health,87.89489025953954,2021-09-11,2022-10-22
160,50.0,115100.0,203.1508671191483,Female,South,28.0,Clothing,96.19247578160507,2022-12-19,2021-08-15
161,65.0,88100.0,1565.0887682255138,Male,South,23.0,Clothing,85.71975872245541,2022-06-30,2021-04-19
162,72.0,23100.0,1353.9294324134698,Male,West,40.0,Electronics,6.002179758827076,2021-05-27,2021-05-15
163,40.0,54200.0,1539.6476845695968,Male,East,49.0,Toys,66.45134329822682,2021-11-22,2023-07-27
164,79.0,56800.0,628.9089950711035,Male,East,45.0,Health,78.47324128640457,2021-12-04,2021-10-18
165,41.0,100200.0,994.2678889771532,Female,East,7.0,Toys,98.19287243501765,2021-04-28,2023-04-02
166,54.0,99600.0,1597.0868690529426,Female,West,41.0,Home & Garden,37.46612995126337,2021-06-14,2023-11-19
167,52.0,45500.0,480.4318366092929,Male,North,12.0,Electronics,16.988158727114786,2022-07-04,2022-01-29
168,61.0,96900.0,467.5457296415311,Female,East,14.0,Clothing,85.29330617972212,2022-10-11,2021-01-27
169,57.0,51700.0,1111.080887523966,Male,East,46.0,Electronics,31.746674363255533,2021-07-17,2021-01-13
170,39.0,87700.0,1056.6558874691145,Male,North,15.0,Clothing,59.82018957938588,2022-01-09,2022-07-08
171,44.0,57900.0,578.879691417607,Female,West,3.0,Electronics,38.98947642129998,2022-08-01,2023-07-22
172,52.0,104900.0,610.1897880391491,Male,North,15.0,Clothing,40.23262567586612,2022-08-15,2022-03-21
173,18.0,67800.0,570.1334231489997,Female,North,24.0,Toys,73.24644791774516,2022-07-18,2021-08-12
174,52.0,39100.0,1547.5938827570055,Male,North,46.0,Toys,36.14751253399386,2021-05-09,2021-01-21
175,54.0,30900.0,1310.763713813672,Female,North,8.0,Toys,69.30751129704869,2022-02-18,2022-04-12
176,64.0,55900.0,1668.1860231523003,Male,West,5.0,Toys,1.4328455452302102,2022-01-15,2022-10-15
177,31.0,46900.0,1951.436596061763,Female,West,4.0,Electronics,32.464739000387596,2021-01-01,2022-09-10
178,20.0,83500.0,958.8453066185331,Male,North,14.0,Clothing,31.904403135366266,2021-06-16,2023-02-19
179,18.0,34000.0,152.05388518278872,Male,South,16.0,Toys,74.8835285896717,2021-01-16,2022-04-03
180,22.0,39900.0,115.22277461583016,Female,South,20.0,Electronics,31.455711602562786,2022-10-19,2022-10-02
181,43.0,60400.0,605.4167777578059,Male,South,24.0,Clothing,63.3327132365083,2021-04-22,2022-10-25
182,72.0,109500.0,1866.4382869178528,Female,South,6.0,Electronics,68.85244021078648,2022-01-03,2023-08-19
183,31.0,35400.0,1055.9618488423323,Female,East,31.0,Toys,65.84255441971152,2021-04-12,2021-06-29
184,56.0,56800.0,558.1373018386557,Male,West,6.0,Home & Garden,60.329368104866454,2022-08-17,2022-06-22
185,44.0,109900.0,810.3502531318187,Male,West,35.0,Electronics,41.36168493493947,2022-02-10,2022-06-11
186,26.0,25200.0,1205.2183126612483,Male,North,15.0,Toys,37.33049776838104,2022-05-22,2021-01-22
187,32.0,74400.0,1312.8403231129275,Male,East,29.0,Health,56.45840583758896,2022-09-03,2022-07-31
188,32.0,32100.0,324.76062937015195,Female,North,3.0,Clothing,6.370310248432631,2022-11-02,2023-02-02
189,43.0,43800.0,1954.5227195594484,Male,North,11.0,Toys,87.58198420515261,2021-02-09,2023-07-11
190,59.0,102700.0,1098.6490094259218,Male,West,3.0,Health,82.53151430303431,2022-10-29,2023-11-11
191,77.0,29600.0,288.662869228713,Male,East,28.0,Electronics,34.63847170371896,2022-07-02,2023-01-15
192,30.0,38400.0,1789.3978016253448,,South,10.0,Electronics,56.68191233856312,2022-01-16,2022-11-03
193,68.0,86600.0,167.78409353726903,Male,West,33.0,Health,93.22276981844632,2022-05-31,2022-09-29
194,49.0,43800.0,1817.3161576914752,Female,East,48.0,Health,27.163679741209666,2022-05-12,2023-10-21
195,56.0,87400.0,1993.1999994521852,Male,East,16.0,Clothing,74.24552676948534,2021-10-08,2021-06-01
196,66.0,93500.0,1406.8549623298777,Female,West,10.0,Electronics,8.273180732100515,2021-12-17,2021-01-13
197,300.0,98700.0,1545.4854977264997,Male,West,33.0,Health,52.33721474709711,2021-11-30,2022-12-16
198,78.0,22100.0,687.8596162056231,Male,North,36.0,Home & Garden,88.39691294472976,2022-06-08,2023-06-25
199,49.0,79800.0,1884.3221684131888,Female,North,3.0,Home & Garden,55.17092841490735,2021-10-10,2021-09-06
200,21.0,100100.0,1068.8336528945679,Male,North,5.0,Health,61.62528268371014,2022-12-29,2022-01-22
201,47.0,112200.0,1470.1291242631587,Male,South,12.0,Clothing,90.76392933095441,2021-11-15,2022-03-15
202,54.0,84500.0,1849.7332775043335,Male,West,44.0,Electronics,71.53606400498028,2022-02-18,2021-10-27
203,40.0,81700.0,1950.8563524315064,Female,East,13.0,Home & Garden,69.58696802242656,2022-08-17,2022-12-22
204,56.0,53900.0,1669.7446260614151,Male,West,24.0,Health,58.63840220928984,2021-01-14,2022-04-18
205,62.0,57900.0,619.9746638244194,Female,East,44.0,Health,63.29886141924184,2021-02-25,2023-10-04
206,32.0,35400.0,1933.7640827731232,Female,South,32.0,Toys,80.37054240166172,2022-02-07,2022-09-25
207,60.0,79700.0,1263.676671862272,Female,West,16.0,Health,97.92330832972443,2021-12-08,2022-02-25
208,46.0,47800.0,1862.6721031768805,Male,East,32.0,Clothing,79.53253540081879,2021-07-18,2023-08-14
209,53.0,88100.0,1358.6879511124166,Female,East,45.0,Home & Garden,70.75368316269962,2022-11-09,2023-08-31
210,30.0,56100.0,628.3331444584866,Female,North,37.0,Toys,13.554488361151485,2021-10-19,2021-01-24
211,49.0,114800.0,752.6485578027756,Male,South,36.0,Home & Garden,81.70803874416931,2022-10-20,2022-06-22
212,24.0,89200.0,1109.9341186638221,Female,West,21.0,Home & Garden,73.5994367398703,2022-03-17,2023-02-16
213,76.0,36100.0,1584.2293862885663,Female,North,47.0,Clothing,77.04321954012339,2021-03-19,2022-09-30
214,68.0,68900.0,649.6054516538632,Male,South,12.0,Health,23.10964782433119,2021-04-22,2022-06-24
215,39.0,43300.0,1167.8677089457003,Male,North,21.0,Clothing,90.34436965409277,2022-06-19,2023-06-22
216,45.0,115300.0,704.337487281275,Female,West,21.0,Health,9.728136834686218,2022-01-10,2022-02-25
217,19.0,26700.0,1635.2234211775121,Male,East,43.0,Toys,25.361205569194656,2021-04-26,2022-04-29
218,59.0,113100.0,944.1216256605419,Male,West,6.0,Clothing,66.30234383244017,2021-05-22,2023-10-26
219,62.0,56800.0,171.91119716871276,Male,South,9.0,Clothing,67.37144638310151,2021-07-16,2021-06-06
220,79.0,31100.0,348.783992533442,Female,West,1.0,Electronics,31.332456630082483,2022-06-24,2021-02-21
221,74.0,85700.0,140.98724188687194,Female,South,12.0,Clothing,70.15197771118147,2021-10-26,2021-08-31
222,70.0,36100.0,1008.619833108364,Male,North,14.0,Electronics,38.79305376548721,2021-03-17,2023-02-13
223,23.0,34300.0,230.5478487494898,Female,South,6.0,Health,0.017551585792330293,2022-06-14,2022-02-24
224,45.0,83700.0,245.99713923307158,Male,East,1.0,Health,16.26061322873835,2021-04-10,2022-03-01
225,45.0,80700.0,1883.2755548759865,Male,East,22.0,Health,88.26182752181744,2022-04-24,2021-03-21
226,61.0,48800.0,1747.8570429085898,Male,East,34.0,Electronics,22.269401172941883,2022-04-13,2022-11-26
227,61.0,89000.0,915.1314616865046,Male,North,11.0,Health,11.291033885887591,2022-09-28,2021-12-20
228,37.0,26000.0,1971.8945352834075,Male,South,3.0,Home & Garden,68.22006059331946,2021-10-19,2021-10-20
229,47.0,75600.0,20.369325777912966,Female,North,42.0,Clothing,44.070644240973614,2021-05-05,2022-12-18
230,79.0,98300.0,1235.6793234213196,Female,West,6.0,Electronics,79.65909363976444,2022-06-03,2022-06-13
231,28.0,69900.0,1240.5277911963028,Female,West,6.0,Health,86.14449345657881,2021-01-23,2022-04-25
232,75.0,62100.0,925.7372506223786,Female,West,20.0,Home & Garden,84.59888773872315,2021-06-11,2022-04-22
233,72.0,82600.0,805.9569864098999,Male,West,21.0,Clothing,31.30092191968933,2022-09-21,2021-01-25
234,45.0,86100.0,921.658608251603,Male,East,2.0,Clothing,50.55459379681642,2022-05-21,2022-03-07
235,42.0,41900.0,841.6216634377673,Female,South,26.0,Health,65.01417346469641,2021-01-21,2021-11-13
236,56.0,57900.0,1466.3751054149527,Female,East,31.0,Home & Garden,32.19830872841239,2022-04-09,2022-09-30
237,79.0,33500.0,288.00376124710243,Male,South,26.0,Electronics,4.109931535301814,2022-04-28,2021-12-24
238,50.0,64000.0,411.3256567704377,Male,South,32.0,Health,49.56643822969191,2022-05-17,2022-11-21
239,18.0,30300.0,377.4260922169987,Male,North,10.0,Clothing,1.281833346559369,2021-11-05,
240,74.0,77800.0,539.6917585401038,Female,West,23.0,Clothing,95.06456247259472,2022-08-19,2022-07-13
241,44.0,101600.0,1060.0116691875348,Male,South,6.0,Clothing,79.66836460730265,2022-07-07,2022-12-13
242,79.0,115000.0,240.19331972967308,Male,West,23.0,Health,19.20097765235945,2021-07-22,2022-07-17
243,74.0,25500.0,1738.975204746478,Female,West,28.0,Toys,28.75717488919284,2022-02-20,2022-03-15
244,69.0,48900.0,608.7758319907751,Female,West,49.0,Toys,98.28385480194383,2022-10-02,2023-11-11
245,30.0,26300.0,341.8252151880415,Female,East,30.0,Toys,37.35485541413044,2021-05-22,2021-05-23
246,58.0,96300.0,1357.7301930045217,Male,West,14.0,Home & Garden,78.37223574338923,2022-09-07,2023-05-18
247,20.0,54000.0,95.41087518665218,Male,South,37.0,Health,44.68154684192543,2021-04-17,2021-12-19
248,56.0,119200.0,1247.537758450845,Female,East,32.0,Clothing,86.40959241006102,2022-06-13,2023-10-14
249,23.0,21700.0,1402.4328927394695,Male,West,49.0,Home & Garden,70.3753508161509,2022-06-21,2022-04-13
250,25.0,70300.0,445.53473214570397,Male,North,34.0,Toys,2.291005989115935,2022-07-30,2023-05-27
251,44.0,104800.0,103.08886541839588,Male,West,41.0,Electronics,29.43898859392372,2022-11-19,2023-07-08
252,26.0,45100.0,740.0178106605102,Female,West,44.0,Home & Garden,55.799231489345246,2021-10-18,2023-12-18
