customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,difference_between_last_purhcase_signup,Days since last purchase,purchase_group_by_monthsname
80,25.0,58800.0,1682.844297362907,Male,South,20.0,Clothing,55.39720545861272,2021-07-03,2023-02-24,601,-980,2023-02
82,52.0,75500.0,1604.4085684134866,Female,West,27.0,Electronics,32.68201322002092,2021-09-19,2022-05-07,230,-1273,2022-05
83,31.0,69200.0,1728.7579112131093,Female,South,38.0,Health,16.1395917744793,2021-11-06,2023-09-12,675,-780,2023-09
84,34.0,97500.0,318.3612242616509,Female,North,42.0,Health,1.311667577348441,2021-12-10,2022-07-27,229,-1192,2022-07
85,53.0,113000.0,1706.1567522223536,Female,North,41.0,Clothing,82.13123443293455,2022-02-28,2023-05-09,435,-906,2023-05
86,67.0,97900.0,1983.0780643287285,Female,South,34.0,Health,63.66545593457879,2022-10-19,2023-09-20,336,-772,2023-09
87,57.0,22500.0,1459.1408854755102,Male,East,39.0,Health,22.93212412876884,2022-05-29,2023-08-19,447,-804,2023-08
90,79.0,97000.0,1218.852876041372,Male,North,37.0,Health,53.87001860913857,2021-12-28,2023-08-28,608,-795,2023-08
91,23.0,113500.0,629.6150363921738,Male,West,1.0,Clothing,30.01598764459783,2021-06-18,2023-12-08,903,-693,2023-12
92,71.0,85000.0,1678.3110514705902,Male,East,15.0,Home & Garden,26.718451717068547,2022-10-22,2023-01-07,77,-1028,2023-01
95,71.0,81400.0,522.1983999177958,Female,North,33.0,Electronics,58.186035068466246,2021-11-08,2023-10-04,695,-758,2023-10
100,51.0,57700.0,272.99381252418107,Female,West,33.0,Home & Garden,18.090248745791293,2021-12-17,2022-08-21,247,-1167,2022-08
101,27.0,70500.0,895.8857355427892,Female,West,5.0,Clothing,46.19983427939485,2021-01-28,2021-06-06,129,-1608,2021-06
102,79.0,64000.0,104.09042032793565,Male,West,18.0,Electronics,3.50712794785325,2022-09-24,2022-10-18,24,-1109,2022-10
103,53.0,76900.0,1375.5598646446333,Male,North,48.0,Toys,79.17178815635283,2021-05-13,2023-09-30,870,-762,2023-09
104,31.0,48100.0,1807.3569106818047,Female,West,10.0,Clothing,88.37599988343821,2022-01-15,2023-03-09,418,-967,2023-03
106,65.0,99800.0,272.19155742680454,Male,East,33.0,Health,26.799502456360933,2022-06-12,2023-04-15,307,-930,2023-04
107,32.0,118700.0,270.0168514733091,Male,North,23.0,Home & Garden,12.315547398879056,2021-10-14,2023-08-10,665,-813,2023-08
108,25.0,44000.0,1630.600275002043,Male,East,40.0,Home & Garden,38.214418791988834,2021-10-11,2021-12-23,73,-1408,2021-12
109,31.0,75600.0,1850.0234637141696,Male,East,5.0,Health,83.33356205052533,2022-10-11,2022-12-18,68,-1048,2022-12
110,40.0,102600.0,932.1262630703084,Female,West,34.0,Toys,34.78278037861146,2021-08-15,2021-12-28,135,-1403,2021-12
112,74.0,34600.0,650.1588419437372,Female,North,17.0,Electronics,27.42803762251319,2021-01-27,2022-04-17,445,-1293,2022-04
115,38.0,78100.0,590.7381227913896,Male,West,17.0,Clothing,90.0854829977128,2021-03-30,2022-11-05,585,-1091,2022-11
117,62.0,78800.0,1784.5761446659328,Female,South,38.0,Clothing,53.970551532663066,2021-05-02,2022-04-19,352,-1291,2022-04
118,35.0,63600.0,46.99536733352651,Female,West,22.0,Home & Garden,14.86888723949803,2021-02-02,2022-09-06,581,-1151,2022-09
119,64.0,43400.0,658.9986139987441,Female,South,15.0,Clothing,34.86444783557177,2022-08-26,2022-11-20,86,-1076,2022-11
120,70.0,114000.0,1117.6262288084108,Male,North,37.0,Health,58.37402252742222,2022-11-27,2023-06-17,202,-867,2023-06
122,43.0,105500.0,202.35553331518776,Female,East,25.0,Toys,26.867504586489964,2022-06-09,2022-12-11,185,-1055,2022-12
123,42.0,33100.0,1634.2471355593088,Female,West,21.0,Clothing,12.122686934022951,2021-01-24,2023-08-23,941,-800,2023-08
124,77.0,84100.0,1790.9206895240443,Female,West,38.0,Clothing,55.88323175548175,2021-11-21,2023-05-21,546,-894,2023-05
125,77.0,75800.0,1650.7407131804152,Male,North,2.0,Toys,17.650122251805566,2021-02-03,2022-10-11,615,-1116,2022-10
126,77.0,44900.0,1799.6000216799484,Female,South,27.0,Toys,61.03617693219066,2021-09-04,2021-12-15,102,-1416,2021-12
127,62.0,68700.0,1115.1617026955755,Female,West,49.0,Health,26.3521442483732,2021-01-19,2022-04-08,444,-1302,2022-04
128,58.0,64700.0,1628.2710795608768,Female,East,32.0,Health,23.096300430062467,2021-01-30,2023-06-04,855,-880,2023-06
129,46.0,111600.0,780.4044240143788,Female,North,21.0,Clothing,39.91807649888911,2021-02-18,2021-09-03,197,-1519,2021-09
130,32.0,66500.0,1339.2103657284963,Female,North,4.0,Health,59.31917575579458,2021-06-29,2023-03-09,618,-967,2023-03
131,62.0,40600.0,1977.8943521505455,Female,South,44.0,Health,54.5317672949313,2022-01-05,2023-05-20,500,-895,2023-05
132,18.0,49800.0,466.9408932014723,Male,West,19.0,Clothing,24.47344772349805,2022-01-30,2023-12-27,696,-674,2023-12
133,42.0,77900.0,792.0014976563396,Female,West,2.0,Toys,89.11166744533762,2022-08-13,2023-12-10,484,-691,2023-12
134,24.0,23800.0,970.4938070739696,Male,North,26.0,Clothing,10.988196973520104,2022-05-11,2023-03-27,320,-949,2023-03
135,26.0,47100.0,293.27066429970245,Male,East,34.0,Electronics,3.94675630743353,2022-03-07,2022-05-30,84,-1250,2022-05
136,41.0,87300.0,180.45644872081243,Female,West,14.0,Clothing,60.27062694061976,2021-07-26,2021-08-14,19,-1539,2021-08
137,18.0,87000.0,1662.8512753168163,Male,East,15.0,Electronics,12.340716806547649,2021-02-04,2022-08-01,543,-1187,2022-08
141,28.0,104000.0,150.30728616734143,Male,North,19.0,Clothing,61.74565803977604,2021-11-06,2022-04-28,173,-1282,2022-04
142,68.0,102000.0,1784.8100485933917,Male,East,9.0,Health,57.48052248722807,2021-10-06,2023-03-19,529,-957,2023-03
143,34.0,71700.0,938.3522144608064,Female,West,7.0,Home & Garden,17.953925219959277,2021-06-01,2021-10-01,122,-1491,2021-10
145,52.0,26000.0,963.393317054011,Male,East,13.0,Electronics,34.25235073667625,2021-08-31,2023-11-09,800,-722,2023-11
146,52.0,29500.0,650.2421074908477,Male,South,27.0,Clothing,95.30743222220627,2021-01-10,2021-12-11,335,-1420,2021-12
147,50.0,76500.0,988.2908351090877,Male,West,44.0,Clothing,24.2320231370725,2022-01-27,2023-01-05,343,-1030,2023-01
148,76.0,49900.0,1721.921665897515,Male,South,35.0,Clothing,47.15163713960514,2021-02-17,2022-07-23,521,-1196,2022-07
150,59.0,61400.0,1395.4144701641471,Male,South,15.0,Home & Garden,78.9180652439315,2021-07-23,2022-10-07,441,-1120,2022-10
151,56.0,85100.0,742.0479389439864,Male,East,46.0,Toys,96.45152392844231,2021-06-06,2021-12-04,181,-1427,2021-12
152,75.0,42700.0,1482.241639450827,Female,East,9.0,Electronics,60.8330255146991,2021-01-26,2022-03-28,426,-1313,2022-03
154,45.0,111400.0,256.7327555490717,Female,North,23.0,Health,82.66497754640591,2022-11-09,2022-12-18,39,-1048,2022-12
155,24.0,69700.0,1153.8328491688576,Male,West,36.0,Toys,29.14562713733706,2021-09-21,2022-09-23,367,-1134,2022-09
156,26.0,102400.0,528.3521226933208,Male,South,40.0,Toys,16.47728019118859,2022-06-13,2023-02-04,236,-1000,2023-02
158,29.0,83000.0,863.3566627645401,Male,East,34.0,Home & Garden,63.89556635343594,2022-04-15,2023-01-07,267,-1028,2023-01
159,51.0,41800.0,1989.4746470890443,Female,South,19.0,Health,87.89489025953954,2021-09-11,2022-10-22,406,-1105,2022-10
163,40.0,54200.0,1539.6476845695968,Male,East,49.0,Toys,66.45134329822682,2021-11-22,2023-07-27,612,-827,2023-07
165,41.0,100200.0,994.2678889771532,Female,East,7.0,Toys,98.19287243501763,2021-04-28,2023-04-02,704,-943,2023-04
166,54.0,99600.0,1597.0868690529426,Female,West,41.0,Home & Garden,37.46612995126337,2021-06-14,2023-11-19,888,-712,2023-11
170,39.0,87700.0,1056.6558874691143,Male,North,15.0,Clothing,59.82018957938588,2022-01-09,2022-07-08,180,-1211,2022-07
171,44.0,57900.0,578.879691417607,Female,West,3.0,Electronics,38.98947642129998,2022-08-01,2023-07-22,355,-832,2023-07
175,54.0,30900.0,1310.763713813672,Female,North,8.0,Toys,69.30751129704869,2022-02-18,2022-04-12,53,-1298,2022-04
176,64.0,55900.0,1668.1860231523003,Male,West,5.0,Toys,1.4328455452302102,2022-01-15,2022-10-15,273,-1112,2022-10
177,31.0,46900.0,1951.436596061763,Female,West,4.0,Electronics,32.4647390003876,2021-01-01,2022-09-10,617,-1147,2022-09
178,20.0,83500.0,958.8453066185332,Male,North,14.0,Clothing,31.904403135366262,2021-06-16,2023-02-19,613,-985,2023-02
179,18.0,34000.0,152.05388518278872,Male,South,16.0,Toys,74.8835285896717,2021-01-16,2022-04-03,442,-1307,2022-04
181,43.0,60400.0,605.4167777578059,Male,South,24.0,Clothing,63.3327132365083,2021-04-22,2022-10-25,551,-1102,2022-10
182,72.0,109500.0,1866.4382869178528,Female,South,6.0,Electronics,68.85244021078648,2022-01-03,2023-08-19,593,-804,2023-08
183,31.0,35400.0,1055.9618488423323,Female,East,31.0,Toys,65.84255441971152,2021-04-12,2021-06-29,78,-1585,2021-06
185,44.0,109900.0,810.3502531318187,Male,West,35.0,Electronics,41.36168493493947,2022-02-10,2022-06-11,121,-1238,2022-06
188,32.0,32100.0,324.76062937015195,Female,North,3.0,Clothing,6.370310248432631,2022-11-02,2023-02-02,92,-1002,2023-02
189,43.0,43800.0,1954.5227195594484,Male,North,11.0,Toys,87.58198420515261,2021-02-09,2023-07-11,882,-843,2023-07
190,59.0,102700.0,1098.6490094259218,Male,West,3.0,Health,82.53151430303431,2022-10-29,2023-11-11,378,-720,2023-11
191,77.0,29600.0,288.662869228713,Male,East,28.0,Electronics,34.63847170371896,2022-07-02,2023-01-15,197,-1020,2023-01
193,68.0,86600.0,167.78409353726903,Male,West,33.0,Health,93.22276981844632,2022-05-31,2022-09-29,121,-1128,2022-09
194,49.0,43800.0,1817.3161576914752,Female,East,48.0,Health,27.163679741209663,2022-05-12,2023-10-21,527,-741,2023-10
198,78.0,22100.0,687.8596162056231,Male,North,36.0,Home & Garden,88.39691294472976,2022-06-08,2023-06-25,382,-859,2023-06
201,47.0,112200.0,1470.1291242631587,Male,South,12.0,Clothing,90.7639293309544,2021-11-15,2022-03-15,120,-1326,2022-03
203,40.0,81700.0,1950.8563524315064,Female,East,13.0,Home & Garden,69.58696802242656,2022-08-17,2022-12-22,127,-1044,2022-12
204,56.0,53900.0,1669.7446260614151,Male,West,24.0,Health,58.63840220928984,2021-01-14,2022-04-18,459,-1292,2022-04
205,62.0,57900.0,619.9746638244194,Female,East,44.0,Health,63.29886141924184,2021-02-25,2023-10-04,951,-758,2023-10
206,32.0,35400.0,1933.7640827731232,Female,South,32.0,Toys,80.37054240166172,2022-02-07,2022-09-25,230,-1132,2022-09
207,60.0,79700.0,1263.676671862272,Female,West,16.0,Health,97.92330832972443,2021-12-08,2022-02-25,79,-1344,2022-02
208,46.0,47800.0,1862.6721031768805,Male,East,32.0,Clothing,79.53253540081879,2021-07-18,2023-08-14,757,-809,2023-08
209,53.0,88100.0,1358.6879511124166,Female,East,45.0,Home & Garden,70.75368316269962,2022-11-09,2023-08-31,295,-792,2023-08
212,24.0,89200.0,1109.934118663822,Female,West,21.0,Home & Garden,73.5994367398703,2022-03-17,2023-02-16,336,-988,2023-02
213,76.0,36100.0,1584.2293862885665,Female,North,47.0,Clothing,77.04321954012339,2021-03-19,2022-09-30,560,-1127,2022-09
214,68.0,68900.0,649.6054516538632,Male,South,12.0,Health,23.10964782433119,2021-04-22,2022-06-24,428,-1225,2022-06
215,39.0,43300.0,1167.8677089457003,Male,North,21.0,Clothing,90.34436965409276,2022-06-19,2023-06-22,368,-862,2023-06
216,45.0,115300.0,704.337487281275,Female,West,21.0,Health,9.728136834686218,2022-01-10,2022-02-25,46,-1344,2022-02
217,19.0,26700.0,1635.223421177512,Male,East,43.0,Toys,25.361205569194656,2021-04-26,2022-04-29,368,-1281,2022-04
218,59.0,113100.0,944.121625660542,Male,West,6.0,Clothing,66.30234383244017,2021-05-22,2023-10-26,887,-736,2023-10
222,70.0,36100.0,1008.619833108364,Male,North,14.0,Electronics,38.79305376548721,2021-03-17,2023-02-13,698,-991,2023-02
224,45.0,83700.0,245.9971392330716,Male,East,1.0,Health,16.26061322873835,2021-04-10,2022-03-01,325,-1340,2022-03
226,61.0,48800.0,1747.8570429085898,Male,East,34.0,Electronics,22.269401172941883,2022-04-13,2022-11-26,227,-1070,2022-11
228,37.0,26000.0,1971.8945352834075,Male,South,3.0,Home & Garden,68.22006059331946,2021-10-19,2021-10-20,1,-1472,2021-10
229,47.0,75600.0,20.36932577791297,Female,North,42.0,Clothing,44.070644240973614,2021-05-05,2022-12-18,592,-1048,2022-12
230,79.0,98300.0,1235.6793234213196,Female,West,6.0,Electronics,79.65909363976444,2022-06-03,2022-06-13,10,-1236,2022-06
231,28.0,69900.0,1240.5277911963028,Female,West,6.0,Health,86.14449345657881,2021-01-23,2022-04-25,457,-1285,2022-04
232,75.0,62100.0,925.7372506223786,Female,West,20.0,Home & Garden,84.59888773872315,2021-06-11,2022-04-22,315,-1288,2022-04
235,42.0,41900.0,841.6216634377673,Female,South,26.0,Health,65.01417346469641,2021-01-21,2021-11-13,296,-1448,2021-11
236,56.0,57900.0,1466.3751054149527,Female,East,31.0,Home & Garden,32.19830872841239,2022-04-09,2022-09-30,174,-1127,2022-09
238,50.0,64000.0,411.3256567704377,Male,South,32.0,Health,49.56643822969191,2022-05-17,2022-11-21,188,-1075,2022-11
241,44.0,101600.0,1060.0116691875348,Male,South,6.0,Clothing,79.66836460730265,2022-07-07,2022-12-13,159,-1053,2022-12
242,79.0,115000.0,240.19331972967308,Male,West,23.0,Health,19.20097765235945,2021-07-22,2022-07-17,360,-1202,2022-07
243,74.0,25500.0,1738.975204746478,Female,West,28.0,Toys,28.75717488919284,2022-02-20,2022-03-15,23,-1326,2022-03
244,69.0,48900.0,608.7758319907751,Female,West,49.0,Toys,98.28385480194385,2022-10-02,2023-11-11,405,-720,2023-11
245,30.0,26300.0,341.8252151880415,Female,East,30.0,Toys,37.35485541413044,2021-05-22,2021-05-23,1,-1622,2021-05
246,58.0,96300.0,1357.7301930045217,Male,West,14.0,Home & Garden,78.37223574338923,2022-09-07,2023-05-18,253,-897,2023-05
247,20.0,54000.0,95.41087518665218,Male,South,37.0,Health,44.68154684192543,2021-04-17,2021-12-19,246,-1412,2021-12
248,56.0,119200.0,1247.537758450845,Female,East,32.0,Clothing,86.40959241006102,2022-06-13,2023-10-14,488,-748,2023-10
250,25.0,70300.0,445.534732145704,Male,North,34.0,Toys,2.291005989115935,2022-07-30,2023-05-27,301,-888,2023-05
251,44.0,104800.0,103.08886541839588,Male,West,41.0,Electronics,29.43898859392372,2022-11-19,2023-07-08,231,-846,2023-07
252,26.0,45100.0,740.0178106605102,Female,West,44.0,Home & Garden,55.799231489345246,2021-10-18,2023-12-18,791,-683,2023-12
253,79.0,47400.0,215.21657587903425,Female,East,22.0,Home & Garden,92.61740440697538,2021-11-07,2023-04-21,530,-924,2023-04
254,54.0,95100.0,250.6261423532074,Male,South,31.0,Health,10.202989464149038,2022-10-30,2023-05-28,210,-887,2023-05
256,68.0,53800.0,605.0264907609834,Male,East,41.0,Health,30.21767314126576,2021-02-22,2023-10-09,959,-753,2023-10
257,59.0,41700.0,1069.3412752224128,Male,East,21.0,Electronics,88.93277820194403,2022-08-08,2023-03-25,229,-951,2023-03
258,61.0,95600.0,1363.215933295966,Female,South,16.0,Clothing,76.51696096585133,2021-07-02,2021-09-26,86,-1496,2021-09
261,76.0,65300.0,360.73034425620034,Male,North,44.0,Toys,1.149797239729777,2021-01-13,2021-05-13,120,-1632,2021-05
262,71.0,54100.0,1759.9631145899707,Female,West,47.0,Electronics,62.11344506719488,2022-07-13,2023-07-17,369,-837,2023-07
264,49.0,50500.0,1742.4769091374242,Female,North,48.0,Toys,31.475649286076912,2021-10-11,2022-11-16,401,-1080,2022-11
265,41.0,104000.0,755.6620924133513,Male,East,32.0,Home & Garden,98.55022916368355,2022-07-19,2023-04-04,259,-941,2023-04
267,69.0,104100.0,1056.8535637881291,Male,North,5.0,Toys,74.98392836454242,2021-01-08,2021-12-23,349,-1408,2021-12
268,66.0,77500.0,651.8645098445159,Male,East,11.0,Electronics,17.741241725123626,2021-03-13,2021-07-23,132,-1561,2021-07
269,79.0,34500.0,950.4324366265188,Female,East,15.0,Clothing,1.3455257741813775,2021-04-08,2022-04-16,373,-1294,2022-04
270,66.0,23500.0,1014.9319361173254,Female,North,29.0,Electronics,41.7562619448016,2021-03-28,2022-04-09,377,-1301,2022-04
271,75.0,115900.0,417.5265300182237,Male,East,45.0,Health,66.56648349426617,2021-04-11,2022-05-12,396,-1268,2022-05
272,69.0,28400.0,643.7205373059285,Male,South,4.0,Health,50.65986961834594,2021-10-08,2022-12-03,421,-1063,2022-12
273,29.0,54900.0,1586.9913060038116,Female,East,49.0,Electronics,89.0466257624391,2021-10-16,2023-04-17,548,-928,2023-04
278,66.0,118000.0,1363.412513928151,Female,East,46.0,Home & Garden,26.964786163961165,2022-01-03,2023-02-20,413,-984,2023-02
280,66.0,73100.0,1975.7440874163933,Female,South,3.0,Clothing,79.33097732158208,2021-04-06,2022-10-28,570,-1099,2022-10
281,73.0,110200.0,664.8559080866274,Female,South,32.0,Home & Garden,82.50914607978432,2021-09-18,2023-12-23,826,-678,2023-12
282,34.0,103900.0,800.3893726296037,Male,East,10.0,Electronics,3.329778356517199,2022-05-27,2023-12-17,569,-684,2023-12
283,76.0,104600.0,1214.6017084998289,Male,North,40.0,Toys,35.864559840152474,2021-05-01,2022-08-23,479,-1165,2022-08
284,66.0,43300.0,1607.3349005187838,Female,North,38.0,Home & Garden,74.98764545979597,2022-01-01,2023-10-15,652,-747,2023-10
285,19.0,81400.0,949.6469573843548,Male,South,22.0,Home & Garden,94.6381847488054,2021-11-28,2022-09-12,288,-1145,2022-09
286,19.0,103400.0,856.8589469021375,Male,North,14.0,Electronics,37.7818283844905,2021-02-21,2023-12-06,1018,-695,2023-12
288,71.0,90600.0,40.77740945709,Male,East,21.0,Clothing,39.37204065321951,2021-11-14,2022-12-30,411,-1036,2022-12
289,40.0,102000.0,1792.2292719254667,Male,North,48.0,Electronics,17.94946272426481,2022-11-06,2023-03-25,139,-951,2023-03
290,54.0,114800.0,315.29883536068013,Male,East,15.0,Health,0.3446143776869692,2022-12-03,2022-12-09,6,-1057,2022-12
292,50.0,28000.0,1243.50448849567,Female,South,1.0,Toys,37.84750507273715,2022-08-20,2023-02-04,168,-1000,2023-02
293,18.0,42500.0,696.8576252862223,Male,East,24.0,Electronics,94.5117528887336,2021-07-13,2022-08-08,391,-1180,2022-08
295,79.0,22100.0,45.55631140236412,Male,South,10.0,Toys,38.22307080175047,2021-01-21,2023-05-20,849,-895,2023-05
296,19.0,45300.0,468.8474911083489,Male,East,46.0,Clothing,2.515412982311316,2022-02-03,2023-12-18,683,-683,2023-12
298,61.0,39800.0,716.053674898402,Male,North,42.0,Home & Garden,91.51412362549868,2021-07-21,2023-03-14,601,-962,2023-03
299,43.0,49400.0,1228.5474407302888,Female,West,31.0,Clothing,23.78206472764919,2022-04-11,2022-05-25,44,-1255,2022-05
300,49.0,35100.0,67.73818294916032,Male,West,11.0,Electronics,42.89951106401645,2021-05-31,2022-03-06,279,-1335,2022-03
301,23.0,76700.0,250.5886823537908,Male,East,16.0,Home & Garden,12.211262136599398,2021-06-08,2022-08-01,419,-1187,2022-08
302,49.0,25200.0,271.6505556325097,Female,West,9.0,Toys,45.68354303128908,2021-11-06,2023-07-29,630,-825,2023-07
303,72.0,114900.0,394.7816189136987,Male,East,47.0,Clothing,13.33424636440954,2022-05-19,2023-11-16,546,-715,2023-11
304,21.0,22900.0,929.4762527850748,Male,South,14.0,Health,52.33484944191521,2021-01-26,2022-08-12,563,-1176,2022-08
306,28.0,63700.0,1812.9668990992243,Male,East,31.0,Clothing,55.33427748141682,2021-09-20,2022-01-07,109,-1393,2022-01
307,73.0,62900.0,1674.0376099628072,Female,East,9.0,Home & Garden,24.521957838737595,2022-04-17,2023-07-17,456,-837,2023-07
308,76.0,33500.0,409.8379861158535,Male,West,36.0,Toys,35.37959854689051,2021-06-16,2023-11-26,893,-705,2023-11
309,34.0,37100.0,893.4780934166521,Female,East,39.0,Toys,63.85727377056324,2021-06-03,2023-11-09,889,-722,2023-11
312,22.0,27800.0,1017.0230233935346,Female,South,24.0,Home & Garden,84.49494735661027,2022-02-17,2023-10-12,602,-750,2023-10
314,51.0,87200.0,451.9851725946809,Female,South,19.0,Health,16.236922452639302,2021-07-03,2023-09-01,790,-791,2023-09
316,39.0,82500.0,942.9102594638082,Female,South,48.0,Health,96.55517746451302,2021-07-13,2022-08-02,385,-1186,2022-08
317,28.0,65700.0,901.865321436187,Male,North,30.0,Electronics,28.1535111173546,2021-01-02,2023-10-19,1020,-743,2023-10
318,65.0,43300.0,48.84296640753222,Male,North,22.0,Home & Garden,90.8593587916376,2021-08-03,2022-10-01,424,-1126,2022-10
320,50.0,21500.0,1735.259023244719,Male,North,44.0,Home & Garden,38.59214304531903,2022-08-10,2023-04-13,246,-932,2023-04
